Probe Set ID	Gene Title	Gene Symbol
219713_at	sedoheptulokinase	SHPK
219714_s_at	"calcium channel, voltage-dependent, alpha 2/delta subunit 3"	CACNA2D3
219715_s_at	tyrosyl-DNA phosphodiesterase 1	TDP1
219716_at	"apolipoprotein L, 6"	APOL6
219717_at	chromosome 4 open reading frame 30	C4orf30
219718_at	FGGY carbohydrate kinase domain containing	FGGY
219719_at	"HIG1 hypoxia inducible domain family, member 1B"	HIGD1B
219720_s_at	chromosome 14 open reading frame 118	C14orf118
219721_at		
219722_s_at	glycerophosphodiester phosphodiesterase domain containing 3	GDPD3
219723_x_at	1-acylglycerol-3-phosphate O-acyltransferase 3	AGPAT3
219724_s_at	KIAA0748	KIAA0748
219725_at	triggering receptor expressed on myeloid cells 2	TREM2
219726_at	neuroligin 3	NLGN3
219727_at	dual oxidase 2	DUOX2
219728_at	myotilin	MYOT
219729_at	paired related homeobox 2	PRRX2
219730_at	mediator complex subunit 18	MED18
219731_at		
219732_at	plasticity related gene 3	RP11-35N6.1
219733_s_at	"solute carrier family 27 (fatty acid transporter), member 5"	SLC27A5
219734_at	"SID1 transmembrane family, member 1"	SIDT1
219735_s_at	transcription factor CP2-like 1	TFCP2L1
219736_at	tripartite motif-containing 36	TRIM36
219737_s_at	protocadherin 9	PCDH9
219738_s_at	protocadherin 9	PCDH9
219739_at	ring finger protein 186	RNF186
219740_at	vasohibin 2	VASH2
219741_x_at	zinc finger protein 552	ZNF552
219742_at	proline rich 7 (synaptic)	PRR7
219743_at	hairy/enhancer-of-split related with YRPW motif 2	HEY2
219744_at	fructosamine 3 kinase	FN3K
219745_at	transmembrane protein 180	TMEM180
219746_at	"D4, zinc and double PHD fingers, family 3"	DPF3
219747_at	chromosome 4 open reading frame 31	C4orf31
219748_at	triggering receptor expressed on myeloid cells-like 2	TREML2
219749_at	SH2 domain containing 4A	SH2D4A
219750_at	transmembrane protein 144	TMEM144
219751_at	SET domain containing 6	SETD6
219752_at	RAS protein activator like 1 (GAP1 like)	RASAL1
219753_at	stromal antigen 3	STAG3
219754_at	RNA binding motif protein 41	RBM41
219755_at	"chromobox homolog 8 (Pc class homolog, Drosophila)"	CBX8
219756_s_at	"premature ovarian failure, 1B"	POF1B
219757_s_at	chromosome 14 open reading frame 101	C14orf101
219758_at	tetratricopeptide repeat domain 26	TTC26
219759_at	endoplasmic reticulum aminopeptidase 2	ERAP2
219760_at	lin-7 homolog B (C. elegans)	LIN7B
219761_at	"C-type lectin domain family 1, member A"	CLEC1A
219762_s_at	ribosomal protein L36	RPL36
219763_at	DENN/MADD domain containing 1A	DENND1A
219764_at	frizzled homolog 10 (Drosophila)	FZD10
219765_at	zinc finger protein 329	ZNF329
219766_at	B9 protein domain 2	B9D2
219767_s_at	"crystallin, zeta (quinone reductase)-like 1"	CRYZL1
219768_at	V-set domain containing T cell activation inhibitor 1	VTCN1
219769_at	inner centromere protein antigens 135/155kDa	INCENP
219770_at	glycosyltransferase-like domain containing 1	GTDC1
219771_at	"TBC1 domain family, member 8B (with GRAM domain)"	TBC1D8B
219772_s_at	"small muscle protein, X-linked"	SMPX
219773_at	NADPH oxidase 4	NOX4
219774_at	coiled-coil domain containing 93	CCDC93
219775_s_at	"complexin 3 /// lectin, mannose-binding, 1 like"	CPLX3 /// LMAN1L
219776_s_at		
219777_at	"GTPase, IMAP family member 6"	GIMAP6
219778_at	"zinc finger protein, multitype 2"	ZFPM2
219779_at	zinc finger homeobox 4	ZFHX4
219780_at	zinc finger protein 771	ZNF771
219781_s_at	zinc finger protein 771	ZNF771
219782_s_at	zinc finger protein 771	ZNF771
219783_at	chromosome 2 open reading frame 18	C2orf18
219784_at	F-box protein 31	FBXO31
219785_s_at	F-box protein 31	FBXO31
219786_at	"metallothionein-like 5, testis-specific (tesmin)"	MTL5
219787_s_at	epithelial cell transforming sequence 2 oncogene	ECT2
219788_at	paired immunoglobin-like type 2 receptor alpha	PILRA
219789_at	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	NPR3
219790_s_at	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	NPR3
219791_s_at	Nbla00301	NBLA00301
219792_at	agmatine ureohydrolase (agmatinase)	AGMAT
219793_at	sorting nexin 16	SNX16
219794_at	vacuolar protein sorting 53 homolog (S. cerevisiae)	VPS53
219795_at	"solute carrier family 6 (amino acid transporter), member 14"	SLC6A14
219796_s_at	mucin-like protocadherin	MUPCDH
219797_at	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A"	MGAT4A
219798_s_at	methylphosphate capping enzyme	MEPCE
219799_s_at	dehydrogenase/reductase (SDR family) member 9	DHRS9
219800_s_at	threonine synthase-like 1 (S. cerevisiae)	THNSL1
219801_at	zinc finger protein 34	ZNF34
219802_at	pyridine nucleotide-disulphide oxidoreductase domain 1	PYROXD1
219803_at	angiopoietin-like 3	ANGPTL3
219804_at	synaptopodin 2-like	SYNPO2L
219805_at	chromosome X open reading frame 56	CXorf56
219806_s_at	chromosome 11 open reading frame 75	C11orf75
219807_x_at	"RAB4B, member RAS oncogene family"	RAB4B
219808_at	selenocysteine lyase	SCLY
219809_at	WD repeat domain 55	WDR55
219810_at	valosin containing protein (p97)/p47 complex interacting protein 1	VCPIP1
219811_at	DiGeorge syndrome critical region gene 8	DGCR8
219812_at	poliovirus receptor related immunoglobulin domain containing	PVRIG
219813_at	"LATS, large tumor suppressor, homolog 1 (Drosophila)"	LATS1
219814_at	muscleblind-like 3 (Drosophila)	MBNL3
219815_at	galactose-3-O-sulfotransferase 4	GAL3ST4
219816_s_at	RNA binding motif protein 23	RBM23
219817_at	chromosome 12 open reading frame 47	C12orf47
219818_s_at	G patch domain containing 1	GPATCH1
219819_s_at	mitochondrial ribosomal protein S28	MRPS28
219820_at	"solute carrier family 6, member 16"	SLC6A16
219821_s_at	glucose-fructose oxidoreductase domain containing 1	GFOD1
219822_at	mitochondrial translational release factor 1	MTRF1
219823_at	lin-28 homolog (C. elegans)	LIN28
219824_at	"solute carrier family 13 (sodium/sulfate symporters), member 4"	SLC13A4
219825_at	"cytochrome P450, family 26, subfamily B, polypeptide 1"	CYP26B1
219826_at	zinc finger protein 419	ZNF419
219827_at	"uncoupling protein 3 (mitochondrial, proton carrier)"	UCP3
219828_at	chromosome 9 open reading frame 86	C9orf86
219829_at	integrin beta 1 binding protein (melusin) 2	ITGB1BP2
219830_at	retinoic acid induced 1	RAI1
219831_at	cyclin-dependent kinase-like 3	CDKL3
219832_s_at	homeobox C13	HOXC13
219833_s_at	EF-hand domain (C-terminal) containing 1	EFHC1
219834_at	"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8"	ALS2CR8
219835_at	PR domain containing 8	PRDM8
219836_at	"zinc finger, BED-type containing 2"	ZBED2
219837_s_at	cytokine-like 1	CYTL1
219838_at	tetratricopeptide repeat domain 23	TTC23
219839_x_at	T-cell leukemia/lymphoma 6	TCL6
219840_s_at	T-cell leukemia/lymphoma 6	TCL6
219841_at	activation-induced cytidine deaminase	AICDA
219842_at	ADP-ribosylation factor-like 15	ARL15
219843_at	intracisternal A particle-promoted polypeptide	IPP
219844_at	chromosome 10 open reading frame 118	C10orf118
219845_at	BARX homeobox 1	BARX1
219846_at	gon-4-like (C. elegans)	GON4L
219847_at	histone deacetylase 11	HDAC11
219848_s_at	zinc finger protein 432	ZNF432
219849_at	zinc finger protein 671	ZNF671
219850_s_at	ets homologous factor	EHF
219851_at	zinc finger protein 613	ZNF613
219852_s_at	MORN repeat containing 1	MORN1
219853_at	fukutin related protein	FKRP
219854_at	zinc finger protein 14	ZNF14
219855_at	nudix (nucleoside diphosphate linked moiety X)-type motif 11	NUDT11
219856_at	chromosome 1 open reading frame 116	C1orf116
219857_at	chromosome 10 open reading frame 81	C10orf81
219858_s_at	major facilitator superfamily domain containing 6	MFSD6
219859_at	"C-type lectin domain family 4, member E"	CLEC4E
219860_at	"lymphocyte antigen 6 complex, locus G5C"	LY6G5C
219861_at	"DnaJ (Hsp40) homolog, subfamily C, member 17"	DNAJC17
219862_s_at	nuclear prelamin A recognition factor	NARF
219863_at	hect domain and RLD 5	HERC5
219864_s_at	RCAN family member 3	RCAN3
219865_at	hypothetical LOC29092 /// similar to HSPC157	HSPC157 /// LOC100128919
219866_at	chloride intracellular channel 5	CLIC5
219867_at	chondrolectin	CHODL
219868_s_at	ankyrin repeat and FYVE domain containing 1	ANKFY1
219869_s_at	"solute carrier family 39 (zinc transporter), member 8"	SLC39A8
219870_at	activating transcription factor 7 interacting protein 2	ATF7IP2
219871_at	hypothetical FLJ13197	FLJ13197
219872_at	chromosome 4 open reading frame 18	C4orf18
219873_at	collectin sub-family member 11	COLEC11
219874_at	"solute carrier family 12 (potassium/chloride transporters), member 8"	SLC12A8
219875_s_at	PPPDE peptidase domain containing 1	PPPDE1
219876_s_at	"golgi autoantigen, golgin subfamily a, 2-like 1"	GOLGA2L1
219877_at	"zinc finger, matrin type 4"	ZMAT4
219878_s_at	Kruppel-like factor 13	KLF13
219879_s_at	chromosome 17 open reading frame 53	C17orf53
219880_at		
219881_s_at		
219882_at	"tubulin tyrosine ligase-like family, member 7"	TTLL7
219883_at	chromosome 11 open reading frame 20	C11orf20
219884_at	LIM homeobox 6	LHX6
219885_at	schlafen family member 12	SLFN12
219886_at	centrosomal protein 97kDa	CEP97
219887_at	coiled-coil domain containing 87	CCDC87
219888_at	sperm associated antigen 4	SPAG4
219889_at	frequently rearranged in advanced T-cell lymphomas	FRAT1
219890_at	"C-type lectin domain family 5, member A"	CLEC5A
219891_at	pyroglutamyl-peptidase I	PGPEP1
219892_at	transmembrane 6 superfamily member 1	TM6SF1
219893_at	coiled-coil domain containing 71	CCDC71
219894_at	MAGE-like 2	MAGEL2
219895_at	"family with sequence similarity 70, member A"	FAM70A
219896_at	calcyon neuron-specific vesicular protein	CALY
219897_at	ring finger protein 122	RNF122
219898_at	G protein-coupled receptor 85	GPR85
219899_x_at	NADPH dependent diflavin oxidoreductase 1	NDOR1
219900_s_at	zinc finger protein 446	ZNF446
219901_at	"FYVE, RhoGEF and PH domain containing 6"	FGD6
219902_at	betaine-homocysteine methyltransferase 2	BHMT2
219903_s_at	"cytochrome P450, family 2, subfamily C, polypeptide 8"	CYP2C8
219904_at	zinc finger and SCAN domain containing 5A	ZSCAN5A
219905_at	erythroblast membrane-associated protein (Scianna blood group)	ERMAP
219906_at	hypothetical protein FLJ10213	FLJ10213
219907_at	fibroblast growth factor receptor substrate 3	FRS3
219908_at	dickkopf homolog 2 (Xenopus laevis)	DKK2
219909_at	matrix metallopeptidase 28	MMP28
219910_at	FIC domain containing	FICD
219911_s_at	"similar to Solute carrier organic anion transporter family, member 4A1 /// solute carrier organic anion transporter family, member 4A1"	LOC100134295 /// SLCO4A1
219912_s_at		
219913_s_at	crooked neck pre-mRNA splicing factor-like 1 (Drosophila)	CRNKL1
219914_at	endothelin converting enzyme-like 1	ECEL1
219915_s_at	"solute carrier family 16, member 10 (aromatic amino acid transporter)"	SLC16A10
219916_s_at	ring finger protein 39	RNF39
219917_at	"zinc finger, CCHC domain containing 4"	ZCCHC4
219918_s_at	"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)"	ASPM
219919_s_at	slingshot homolog 3 (Drosophila)	SSH3
219920_s_at	GDP-mannose pyrophosphorylase B	GMPPB
219921_s_at	dedicator of cytokinesis 5	DOCK5
219922_s_at	latent transforming growth factor beta binding protein 3	LTBP3
219923_at	tripartite motif-containing 45	TRIM45
219924_s_at	"zinc finger, MYM-type 6"	ZMYM6
219925_at	"zinc finger, MYM-type 6"	ZMYM6
219926_at	popeye domain containing 3	POPDC3
219927_at	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae)	FCF1
219928_s_at	calcium binding tyrosine-(Y)-phosphorylation regulated	CABYR
219929_s_at	"zinc finger, FYVE domain containing 21"	ZFYVE21
219930_at	Kruppel-like factor 8	KLF8
219931_s_at	kelch-like 12 (Drosophila)	KLHL12
219932_at	"solute carrier family 27 (fatty acid transporter), member 6"	SLC27A6
219933_at	glutaredoxin 2	GLRX2
219934_s_at	"sulfotransferase family 1E, estrogen-preferring, member 1"	SULT1E1
219935_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 5"	ADAMTS5
219936_s_at	G protein-coupled receptor 87	GPR87
219937_at	thyrotropin-releasing hormone degrading enzyme	TRHDE
219938_s_at	proline-serine-threonine phosphatase interacting protein 2	PSTPIP2
219939_s_at	"cold shock domain containing E1, RNA-binding"	CSDE1
219940_s_at	PCI domain containing 2	PCID2
219941_at	transmembrane protein 19	TMEM19
219942_at	"myosin, light chain 7, regulatory"	MYL7
219943_s_at	ubiquitin specific peptidase 46	USP46
219944_at	"CAP-GLY domain containing linker protein family, member 4"	CLIP4
219945_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25	DDX25
219946_x_at	"myosin, heavy chain 14"	MYH14
219947_at	"C-type lectin domain family 4, member A"	CLEC4A
219948_x_at	"UDP glucuronosyltransferase 2 family, polypeptide A3"	UGT2A3
219949_at	leucine rich repeat containing 2	LRRC2
219950_s_at	T-cell lymphoma invasion and metastasis 2	TIAM2
219951_s_at	chromosome 20 open reading frame 12	C20orf12
219952_s_at	mucolipin 1	MCOLN1
219953_s_at	chromosome 11 open reading frame 17	C11orf17
219954_s_at	"glucosidase, beta, acid 3 (cytosolic)"	GBA3
219955_at	LINE-1 type transposase domain containing 1	L1TD1
219956_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	GALNT6
219957_at	RUN and FYVE domain containing 2	RUFY2
219958_at	chromosome 20 open reading frame 46	C20orf46
219959_at	molybdenum cofactor sulfurase	MOCOS
219960_s_at	ubiquitin carboxyl-terminal hydrolase L5	UCHL5
219961_s_at	non-protein coding RNA 153	NCRNA00153
219962_at	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	ACE2
219963_at	dual specificity phosphatase 13	DUSP13
219964_at	suppression of tumorigenicity 7 like	ST7L
219965_s_at	"MAGI family member, X-linked"	MAGIX
219966_x_at	BTG3 associated nuclear protein	BANP
219967_at	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	MRM1
219968_at	zinc finger protein 589	ZNF589
219969_at	chromosome X open reading frame 15	CXorf15
219970_at	"GIPC PDZ domain containing family, member 2"	GIPC2
219971_at	interleukin 21 receptor	IL21R
219972_s_at	chromosome 14 open reading frame 135	C14orf135
219973_at	"arylsulfatase family, member J"	ARSJ
219974_x_at	enoyl Coenzyme A hydratase domain containing 1	ECHDC1
219975_x_at	oleoyl-ACP hydrolase	OLAH
219976_at	hook homolog 1 (Drosophila)	HOOK1
219977_at	aryl hydrocarbon receptor interacting protein-like 1	AIPL1
219978_s_at	nucleolar and spindle associated protein 1	NUSAP1
219979_s_at	chromosome 11 open reading frame 73	C11orf73
219980_at	chromosome 4 open reading frame 29	C4orf29
219981_x_at	zinc finger protein 587	ZNF587
219982_s_at	small EDRK-rich factor 1A (telomeric) /// small EDRK-rich factor 1B (centromeric)	SERF1A /// SERF1B
219983_at	HRAS-like suppressor	HRASLS
219984_s_at	HRAS-like suppressor	HRASLS
219985_at	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1	HS3ST3A1
219986_s_at	"acyl-Coenzyme A dehydrogenase family, member 10"	ACAD10
219987_at		
219988_s_at	ring finger protein 220	RNF220
219989_s_at	ankyrin repeat and sterile alpha motif domain containing 1B	ANKS1B
219990_at	E2F transcription factor 8	E2F8
219991_at	"solute carrier family 2 (facilitated glucose transporter), member 9"	SLC2A9
219992_at	tachykinin 3	TAC3
219993_at	SRY (sex determining region Y)-box 17	SOX17
219994_at	"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein"	APBB1IP
219995_s_at	zinc finger protein 750	ZNF750
219996_at	ankyrin repeat and SOCS box-containing 7	ASB7
219997_s_at	COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)	COPS7B
219998_at	galectin-related protein	HSPC159
219999_at	"mannosidase, alpha, class 2A, member 2"	MAN2A2
220000_at	sialic acid binding Ig-like lectin 5	SIGLEC5
220001_at	"peptidyl arginine deiminase, type IV"	PADI4
220002_at	kinesin family member 26B	KIF26B
220003_at	leucine rich repeat containing 36	LRRC36
220004_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	DDX43
220005_at	"purinergic receptor P2Y, G-protein coupled, 13"	P2RY13
220006_at	coiled-coil domain containing 48	CCDC48
220007_at	methyltransferase like 8	METTL8
220008_at	NKF3 kinase family member	SGK269
220009_at	LON peptidase N-terminal domain and ring finger 3	LONRF3
220010_at	KCNE1-like	KCNE1L
220011_at	chromosome 1 open reading frame 135	C1orf135
220012_at	ERO1-like beta (S. cerevisiae)	ERO1LB
220013_at	epoxide hydrolase 3	EPHX3
220014_at	proline rich 16	PRR16
220015_at	castor zinc finger 1	CASZ1
220016_at	AHNAK nucleoprotein	AHNAK
220017_x_at	"cytochrome P450, family 2, subfamily C, polypeptide 9"	CYP2C9
220018_at	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	CBLL1
220019_s_at	zinc finger protein 224	ZNF224
220020_at	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative"	XPNPEP3
220021_at	transmembrane channel-like 7	TMC7
220022_at	zinc finger protein 334	ZNF334
220023_at	apolipoprotein B48 receptor	APOB48R
220024_s_at	periaxin	PRX
220025_at	"T-box, brain, 1"	TBR1
220026_at	chloride channel accessory 4	CLCA4
220027_s_at	Ras interacting protein 1	RASIP1
220028_at	"activin A receptor, type IIB"	ACVR2B
220029_at	"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2"	ELOVL2
220030_at	serine/threonine/tyrosine kinase 1	STYK1
220031_at	OTU domain containing 7B	OTUD7B
220032_at	chromosome 7 open reading frame 58	C7orf58
220033_at		
220034_at	interleukin-1 receptor-associated kinase 3	IRAK3
220035_at	nucleoporin 210kDa	NUP210
220036_s_at	limb region 1 homolog (mouse)-like	LMBR1L
220037_s_at	lymphatic vessel endothelial hyaluronan receptor 1	LYVE1
220038_at	"chromosome 8 open reading frame 44 /// serum/glucocorticoid regulated kinase family, member 3"	C8orf44 /// SGK3
220039_s_at	CDK5 regulatory subunit associated protein 1-like 1	CDKAL1
220040_x_at	"zinc finger, C4H2 domain containing"	ZC4H2
220041_at	"phosphatidylinositol glycan anchor biosynthesis, class Z"	PIGZ
220042_x_at	human immunodeficiency virus type I enhancer binding protein 3	HIVEP3
220043_s_at	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	MFI2
220044_x_at	cisplatin resistance-associated overexpressed protein	CROP
220045_at	neurogenic differentiation 6	NEUROD6
220046_s_at	cyclin L1	CCNL1
220047_at	sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)	SIRT4
220048_at	ectodysplasin A receptor	EDAR
220049_s_at	programmed cell death 1 ligand 2	PDCD1LG2
220050_at	chromosome 9 open reading frame 9	C9orf9
220051_at	"protease, serine, 21 (testisin)"	PRSS21
220052_s_at	TERF1 (TRF1)-interacting nuclear factor 2	TINF2
220053_at	growth differentiation factor 3	GDF3
220054_at	"interleukin 23, alpha subunit p19"	IL23A
220055_at	zinc finger protein 287	ZNF287
220056_at	"interleukin 22 receptor, alpha 1"	IL22RA1
220057_at	"X antigen family, member 1A /// X antigen family, member 1B /// X antigen family, member 1C /// X antigen family, member 1D /// X antigen family, member 1E"	XAGE1A /// XAGE1B /// XAGE1C /// XAGE1D /// XAGE1E
220058_at	chromosome 17 open reading frame 39	C17orf39
220059_at	signal transducing adaptor family member 1	STAP1
220060_s_at	chromosome 12 open reading frame 48	C12orf48
220061_at	acyl-CoA synthetase medium-chain family member 5	ACSM5
220062_s_at	"melanoma antigen family C, 2"	MAGEC2
220063_at	"glutathione S-transferase, C-terminal domain containing"	GSTCD
220064_at	tetratricopeptide repeat domain 21B	TTC21B
220065_at	tenomodulin	TNMD
220066_at	nucleotide-binding oligomerization domain containing 2	NOD2
220067_at	"spectrin, beta, non-erythrocytic 5"	SPTBN5
220068_at	pre-B lymphocyte 3	VPREB3
220069_at	"tubulin, alpha 8"	TUBA8
220070_at	jumonji domain containing 5	JMJD5
220071_x_at	"HAUS augmin-like complex, subunit 2"	HAUS2
220072_at	centrosome and spindle pole associated protein 1	CSPP1
220073_s_at	"pleckstrin homology domain containing, family G (with RhoGef domain) member 6"	PLEKHG6
220074_at	mucin-like protocadherin	MUPCDH
220075_s_at	mucin-like protocadherin	MUPCDH
220076_at	"ankylosis, progressive homolog (mouse)"	ANKH
220077_at	coiled-coil domain containing 134	CCDC134
220078_at	ubiquitin specific peptidase 48	USP48
220079_s_at	ubiquitin specific peptidase 48	USP48
220080_at	F-box and leucine-rich repeat protein 8	FBXL8
220081_x_at	hydroxysteroid (17-beta) dehydrogenase 7	HSD17B7
220082_at	"protein phosphatase 1, regulatory (inhibitor) subunit 14D"	PPP1R14D
220083_x_at	ubiquitin carboxyl-terminal hydrolase L5	UCHL5
220084_at	chromosome 14 open reading frame 105	C14orf105
220085_at	"helicase, lymphoid-specific"	HELLS
220086_at	IKAROS family zinc finger 5 (Pegasus)	IKZF5
220087_at	"beta-carotene 15,15'-monooxygenase 1"	BCMO1
220088_at	complement component 5a receptor 1	C5AR1
220089_at	L-2-hydroxyglutarate dehydrogenase	L2HGDH
220090_at	cornulin	CRNN
220091_at	"solute carrier family 2 (facilitated glucose transporter), member 6"	SLC2A6
220092_s_at	anthrax toxin receptor 1	ANTXR1
220093_at	anthrax toxin receptor 1	ANTXR1
220094_s_at	coiled-coil domain containing 90A	CCDC90A
220095_at	"centlein, centrosomal protein"	CNTLN
220096_at	ribonuclease T2	RNASET2
220097_s_at	transmembrane protein 104	TMEM104
220098_at	hydrocephalus inducing homolog (mouse)	HYDIN
220099_s_at	LUC7-like 2 (S. cerevisiae)	LUC7L2
220100_at	"solute carrier family 22 (organic anion/urate transporter), member 11"	SLC22A11
220101_x_at		
220102_at	forkhead box L2	FOXL2
220103_s_at	mitochondrial ribosomal protein S18C	MRPS18C
220104_at	"zinc finger CCCH-type, antiviral 1"	ZC3HAV1
220105_at	rhabdoid tumor deletion region gene 1	RTDR1
220106_at	"NPC1 (Niemann-Pick disease, type C1, gene)-like 1"	NPC1L1
220107_s_at	"family with sequence similarity 164, member C"	FAM164C
220108_at	"guanine nucleotide binding protein (G protein), alpha 14"	GNA14
220109_at	transferrin	TF
220110_s_at	nuclear RNA export factor 3	NXF3
220111_s_at	anoctamin 2	ANO2
220112_at	ankyrin repeat domain 55	ANKRD55
220113_x_at	"polymerase (RNA) I polypeptide B, 128kDa"	POLR1B
220114_s_at	stabilin 2	STAB2
220115_s_at	"cadherin 10, type 2 (T2-cadherin)"	CDH10
220116_at	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2"	KCNN2
220117_at	zinc finger protein 385D	ZNF385D
220118_at	zinc finger and BTB domain containing 32	ZBTB32
220119_at	erythrocyte membrane protein band 4.1 like 4A	EPB41L4A
220120_s_at	erythrocyte membrane protein band 4.1 like 4A	EPB41L4A
220121_at	lines homolog 1 (Drosophila)	LINS1
220122_at	"multiple C2 domains, transmembrane 1"	MCTP1
220123_at	"solute carrier family 35, member F5"	SLC35F5
220124_at	gigaxonin	GAN
220125_at	"dynein, axonemal, intermediate chain 1"	DNAI1
220126_at	testes-specific protease 50	TSP50
220127_s_at	F-box and leucine-rich repeat protein 12	FBXL12
220128_s_at	NIPA-like domain containing 2	NIPAL2
220129_at	spermatogenesis and oogenesis specific basic helix-loop-helix 2	SOHLH2
220130_x_at	leukotriene B4 receptor 2	LTB4R2
220131_at	FXYD domain containing ion transport regulator 7	FXYD7
220132_s_at	"C-type lectin domain family 2, member D"	CLEC2D
220133_at	"odontogenic, ameloblast asssociated"	ODAM
220134_x_at	"family with sequence similarity 176, member B"	FAM176B
220135_s_at	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9"	SLC7A9
220136_s_at	"crystallin, beta A2"	CRYBA2
220137_at	hypothetical protein FLJ20674	FLJ20674
220138_at	heart and neural crest derivatives expressed 1	HAND1
220139_at	DNA (cytosine-5-)-methyltransferase 3-like	DNMT3L
220140_s_at	sorting nexin 11	SNX11
220141_at	chromosome 11 open reading frame 63	C11orf63
220142_at	hyaluronan and proteoglycan link protein 2	HAPLN2
220143_x_at	LUC7-like (S. cerevisiae)	LUC7L
220144_s_at	ankyrin repeat domain 5	ANKRD5
220145_at	microtubule-associated protein 9	MAP9
220146_at	toll-like receptor 7	TLR7
220147_s_at	"family with sequence similarity 60, member A"	FAM60A
220148_at	"aldehyde dehydrogenase 8 family, member A1"	ALDH8A1
220149_at	chromosome 2 open reading frame 54	C2orf54
220150_s_at	"family with sequence similarity 184, member A"	FAM184A
220151_at	chromosome 19 open reading frame 73	C19orf73
220152_at	chromosome 10 open reading frame 95	C10orf95
220153_at	ectonucleoside triphosphate diphosphohydrolase 7	ENTPD7
220154_at	dystonin	DST
220155_s_at	bromodomain containing 9	BRD9
220156_at	EF-hand calcium binding domain 1	EFCAB1
220157_x_at	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 /// pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 9"	PLEKHA8 /// PLEKHA9
220158_at	"lectin, galactoside-binding, soluble, 14"	LGALS14
220159_at	"ATP-binding cassette, sub-family A (ABC1), member 11 (pseudogene)"	ABCA11P
220160_s_at	kaptin (actin binding protein)	KPTN
220161_s_at	erythrocyte membrane protein band 4.1 like 4B	EPB41L4B
220162_s_at	"caspase recruitment domain family, member 9"	CARD9
220163_s_at	hairless homolog (mouse)	HR
220164_s_at	F-box protein 40	FBXO40
220165_at	INO80 complex subunit D	INO80D
220166_at	cyclin M1	CNNM1
220167_s_at	similar to TP53TG3 protein /// TP53 target 3	LOC729355 /// TP53TG3
220168_at	cancer susceptibility candidate 1	CASC1
220169_at	transmembrane protein 156	TMEM156
220170_at	four and a half LIM domains 5	FHL5
220171_x_at	KIAA1704	KIAA1704
220172_at	chromosome 2 open reading frame 37	C2orf37
220173_at	chromosome 14 open reading frame 45	C14orf45
220174_at	"leucine rich repeat containing 8 family, member E"	LRRC8E
220175_s_at	COBW domain containing 1 /// COBW domain containing 2 /// COBW domain containing 3 /// COBW domain containing 5 /// COBW domain containing 6 /// COBW domain containing 7	CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7
220176_at	nucleotide binding protein-like	NUBPL
220177_s_at	"transmembrane protease, serine 3"	TMPRSS3
220178_at	chromosome 19 open reading frame 28	C19orf28
220179_at	dipeptidase 3	DPEP3
220180_at	coiled-coil domain containing 68	CCDC68
220181_x_at	"solute carrier family 30 (zinc transporter), member 5"	SLC30A5
220182_at	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"	SLC25A23
220183_s_at	nudix (nucleoside diphosphate linked moiety X)-type motif 6	NUDT6
220184_at	Nanog homeobox	NANOG
220185_at	"spectrin, beta, non-erythrocytic 4"	SPTBN4
220186_s_at	protocadherin 24	PCDH24
220187_at	STEAP family member 4	STEAP4
220188_at	junctophilin 3	JPH3
220189_s_at	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"	MGAT4B
220190_s_at	"general transcription factor IIA, 1-like /// stonin 1 /// STON1-GTF2A1L readthrough transcript"	GTF2A1L /// STON1 /// STON1-GTF2A1L
220191_at	gastrokine 1	GKN1
220192_x_at	SAM pointed domain containing ets transcription factor	SPDEF
220193_at	chromosome 1 open reading frame 113	C1orf113
