Probe Set ID	Target Description	Gene Title	Gene Symbol	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function
Contig24523_at	BEST BLASTX NR: 11/07/02 AAM74273.1   2e-07 (AC083943) Putative anthocyanin 5-aromatic acyltransferase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24524_at	BEST BLASTX NR: 10/13/02 AAG13571.1   5e-15 (AC037425) unknown protein [Oryza sativa]	---	---	---	---	---
Contig24525_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2452_s_at	BEST BLASTX NR: 11/06/02 AAL59231.1   9e-54 ribosomal protein L35A [Zea mays]	---	---	---	---	---
Contig24531_at	"BEST BLASTX NR: 11/08/02 NP_188565.1  1e-07 (NM_112821) unknown protein; protein id: At3g19340.1, supported by cDNA: gi_20260587 [Arabidopsis thaliana]"	---	---	---	---	---
Contig24534_at	BEST BLASTX NR: 11/08/02 AAF00108.1   4e-29 (AF133053) S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase [Clarkia breweri]	---	---	---	---	---
Contig24535_at	BEST BLASTX NR: 11/07/02 NP_192453.1  .004 D123 -like protein; protein id: At4g05440.1 [Arabidopsis thaliana] pir||D85068 D123-like protein [imported] - Arabidopsis thaliana	---	---	---	---	---
Contig24536_at	"BEST BLASTX NR: 10/29/02 NP_567245.1  2e-48 bHLH protein; protein id: At4g02590.1, supported by cDNA: 4346., supported by cDNA: gi_13605858, supported by cDNA:"	---	---	---	---	---
Contig2453_at	BEST BLASTX NR: 10/13/02 CAB59895.1   8e-92 glutathione peroxidase-like protein GPX54Hv [Hordeum vulgare subsp. vulgare]	---	---	0006979 // response to oxidative stress // inferred from electronic annotation	---	0004601 // peroxidase activity // inferred from electronic annotation /// 0004602 // glutathione peroxidase activity // inferred from electronic annotation
Contig24540_at	"BEST BLASTX NR: 11/07/02 NP_568492.1  2e-41 (NM_122611) putative protein; protein id: At5g27290.1, supported by cDNA: 38304. [Arabidopsis thaliana]"	---	---	---	---	---
Contig24541_at	BEST BLASTX NR: 11/04/02 AAK18811.1   5e-12 (AF321882) TOM6 [Neurospora crassa]	---	---	---	---	---
Contig24543_at	BEST BLASTX NR: 11/08/02 AAF87884.1   1e-30 (AC012561) Hypothetical protein [Arabidopsis thaliana]	---	---	---	---	---
Contig24544_at	BEST BLASTX NR: 11/07/02 CAC39033.1   1e-10 PREG-like protein [Oryza sativa]	---	---	---	---	---
Contig24547_at	BEST BLASTX NR: 11/06/02 T04353       1e-04 DNA binding protein - rice gb|AAB39320.1| (U25283) leucine zipper protein [Oryza sativa]	---	---	---	---	---
Contig2454_at	"BEST BLASTX NR: 11/06/02 CAB59893.1   e-113 GPX12Hv, glutathione peroxidase-like protein [Hordeum vulgare subsp. vulgare]"	phospholipid hydroperoxide glutathione peroxidase-like protein	BarPHGPX	0006979 // response to oxidative stress // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation	---	0004601 // peroxidase activity // inferred from electronic annotation /// 0004602 // glutathione peroxidase activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation
Contig24550_at	"BEST BLASTX NR: 11/07/02 NP_564136.1  3e-07 (NM_101973) expressed protein; protein id: At1g21200.1, supported by cDNA: gi_15027986, supported by cDNA: gi_20259202"	---	---	---	---	---
Contig24555_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24558_at	BEST BLASTX NR: 11/04/02 AAC13691.1   2e-36 poly-ubiquitin [Magnaporthe grisea]	---	---	---	---	---
Contig2455_at	BEST BLASTX NR: 10/25/02 BAB93247.1   3e-060 (AP003246) putative glutathione S-transferase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24566_at	BEST BLASTX NR: 11/06/02 AAL75752.1   5e-48 (AC037197) Putative copia-type polyprotein [Oryza sativa]	---	---	---	---	---
Contig24567_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24569_at	"BEST BLASTX NR: 11/04/02 NP_567059.1  2e-13 putative protein; protein id: At3g57890.1, supported by cDNA: gi_15450720, supported by cDNA: gi_17380619 [Arabidopsis"	---	---	---	---	---
Contig2456_at	BEST BLASTX NR: 11/06/02 CAD29478.1   e-108 glutathione transferase F5 [Triticum aestivum]	---	---	---	---	---
Contig24571_at	BEST BLASTX NR: 11/06/02 CAD40103.1   9e-34 OSJNBa0035O13.3 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24573_at	BEST BLASTX NR: 11/06/02 BAB89966.1   2e-37 (AP003330) putative Cf2/Cf5 disease resistance protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24574_at	BEST BLASTX NR: 10/13/02 AAL18930.1   5e-73 hydroxymethylglutaryl coenzyme A synthase [Hevea brasiliensis]	---	---	---	---	---
Contig24576_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24580_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24581_at	BEST BLASTX NR: 01/29/03 NP_524774.1  8e-36 small nuclear ribonucleoprotein at 69D [Drosophila melanogaster] gb|AAF49893.1| CG10753-PA [Drosophila melanogaster]	---	---	---	---	---
Contig24583_at	"BEST BLASTX NR: 11/06/02 NP_199959.1  3e-35 (NM_124525) trehalose-6-phosphate phosphatase; protein id: At5g51460.1, supported by cDNA: gi_2944177 [Arabidopsis"	---	---	---	---	---
Contig2458_at	BEST BLASTX NR: 10/02/02 CAD37200.1   7e-67 GDA2 protein [Pisum sativum]	---	---	---	---	---
Contig2458_s_at	BEST BLASTX NR: 10/02/02 CAD37200.1   7e-67 GDA2 protein [Pisum sativum]	---	---	---	---	---
Contig24592_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24593_at	"BEST BLASTX NR: 11/04/02 AAK54853.1   4e-07 (AF378182) cytosolic fructose-1 [Oryza sativa] gb|AAK61368.1| (AY035554) cytosolic fructose-1,6-bisphosphatase [Oryza sativa]"	---	---	---	---	---
Contig24596_at	BEST BLASTX NR: 11/07/02 AAM34790.1   4e-11 (AF512560) HAC4 [Arabidopsis thaliana]	---	---	---	---	---
Contig24598_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig245_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24601_at	BEST BLASTX NR: 10/02/02 CAD40032.1   9e-10 (AL606590) OSJNBa0052O21.17 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24602_at	BEST BLASTX NR: 11/07/02 AAM20131.1   1e-41 (AY096492) unknown protein [Arabidopsis thaliana]	---	---	---	---	---
Contig24604_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24605_at	"BEST BLASTX NR: 10/29/02 NP_564591.1  2e-31 RNA-binding protein, putative; protein id: At1g51510.1, supported by cDNA: 10976., supported by cDNA: gi_15010563"	---	---	---	---	---
Contig24606_at	BEST BLASTX NR: 01/29/03 BAB89818.1   3e-53 putative selenium-binding protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24607_at	BEST BLASTX NR: 11/08/02 AAL31049.1   1e-34 (AC078893) putative oxidase [Oryza sativa]	---	---	---	---	---
Contig24609_at	BEST BLASTX NR: 10/29/02 AAG14291.1   5e-05 (AF251290) glutamic acid-rich protein [Plasmodium falciparum]	---	---	---	---	---
Contig24612_at	"BEST BLASTX NR: 11/04/02 BAA92500.1   8e-62 (AP001383) ESTs D39300(R3292),AU030751(E60187) correspond to a region of the predicted gene.~Similar to peroxidase"	---	---	---	---	---
Contig24613_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24614_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24618_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24619_at	BEST BLASTX NR: 10/25/02 AAK20061.1   3e-059 (AC025783) unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2461_at	"BEST BLASTX NR: 10/29/02 Q05761       8e-78 40S RIBOSOMAL PROTEIN S13 pir||S30146 ribosomal protein S13, cytosolic - maize"	---	---	---	---	---
Contig24627_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2462_at	"BEST BLASTX NR: 10/13/02 Q05761       9e-78 40S RIBOSOMAL PROTEIN S13 pir||S30146 ribosomal protein S13, cytosolic - maize"	---	---	---	---	---
Contig24634_at	BEST BLASTX NR: 10/29/02 BAA81882.1   9e-12 (AB003324) MADS box-like protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24635_at	"BEST BLASTX NR: 11/04/02 BAB03617.1   1e-37 (AP002522) contains ESTs AU064280(E20455),AU082983(E20455)~unknown protein [Oryza sativa (japonica cultivar-group)]"	---	---	---	---	---
Contig24636_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24637_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2464_at	BEST BLASTX NR: 10/02/02 Q40079       e-134 Vacuolar ATP synthase subunit B isoform 2 (V-ATPase B subunit 2) (Vacuolar proton pump B subunit 2)	vacuolar ATPase B subunit	LOC548277	0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0015986 // ATP synthesis coupled proton transport // inferred from electronic annotation /// 0015992 // proton transport // inferred from electronic annotation /// 0046034 // ATP metabolic process // inferred from electronic annotation	"0016469 // proton-transporting two-sector ATPase complex // inferred from electronic annotation /// 0033178 // proton-transporting two-sector ATPase complex, catalytic domain // inferred from electronic annotation /// 0033180 // proton-transporting V-type ATPase, V1 domain // inferred from electronic annotation"	"0015078 // hydrogen ion transmembrane transporter activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016820 // hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances // inferred from electronic annotation /// 0046933 // hydrogen ion transporting ATP synthase activity, rotational mechanism // inferred from electronic annotation /// 0046961 // proton-transporting ATPase activity, rotational mechanism // inferred from electronic annotation"
Contig24654_at	"BEST BLASTX NR: 11/08/02 NP_568042.1  1e-28 putative protein; protein id: At4g38480.1, supported by cDNA: 123721. [Arabidopsis thaliana]"	---	---	---	---	---
Contig24656_at	BEST BLASTX NR: 11/06/02 BAB86043.1   2e-98 putative CAD ATPase [Oryza sativa (japonica cultivar-group)] dbj|BAC01262.1| putative CAD ATPase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24657_at	"BEST BLASTX NR: 11/07/02 NP_568368.1  1e-26 (NM_121899) putative protein; protein id: At5g18940.1, supported by cDNA: 6139. [Arabidopsis thaliana]"	---	---	---	---	---
Contig24658_at	BEST BLASTX NR: 11/08/02 P47917       3e-53 O-METHYLTRANSFERASE ZRP4 (OMT) pir||JQ2268 O-methyltransferase (EC 2.1.1.-) - maize	---	---	---	---	---
Contig2465_at	BEST BLASTX NR: 10/27/02 Q40078       e-145 Vacuolar ATP synthase subunit B isoform 1 (V-ATPase B subunit 1) (Vacuolar proton pump B subunit 1)	---	---	---	---	---
Contig24660_at	"BEST BLASTX NR: 10/02/02 NP_191439.1  2e-44 (NM_115742) putative protein; protein id: At3g58800.1, supported by cDNA: 27481. [Arabidopsis thaliana]"	---	---	---	---	---
Contig24661_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24662_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24666_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2466_at	BEST BLASTX NR: 10/13/02 AAK13160.1   6e-22 putative esterase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24670_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24673_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24674_at	BEST BLASTX NR: 11/04/02 BAC16510.1   2e-48 (AP005198) transposase-like [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24678_at	BEST BLASTX NR: 11/07/02 NP_192750.1  7e-11 sucrose-phosphate synthase - like protein [Arabidopsis thaliana]	---	---	---	---	---
Contig2467_at	BEST BLASTX NR: 10/13/02 AAH31394.1   5e-70 (BC031394) Unknown (protein for MGC:35471) [Homo sapiens]	---	---	---	---	---
Contig24680_at	"BEST BLASTX NR: 11/06/02 NP_172251.1  2e-50 (NM_100646) fatty acid elongase 3-ketoacyl-CoA synthase, putative; protein id: At1g07720.1, supported by cDNA: gi_16226846,"	---	---	---	---	---
Contig24681_at	BEST BLASTX NR: 11/06/02 NP_565905.2  2e-22 (NM_129499) putative phospholipase; protein id: At2g39410.2 [Arabidopsis thaliana]	---	---	---	---	---
Contig24683_at	BEST BLASTX NR: 11/04/02 O65740       4e-12 Defensin J1-2 precursor emb|CAA65046.1| (X95730) ji [Capsicum annuum]	---	---	---	---	---
Contig24689_at	BEST BLASTX NR: 10/02/02 AAL49864.1   4e-75 (AY070366) unknown protein [Arabidopsis thaliana] gb|AAN41388.1| (BT000988) unknown protein [Arabidopsis thaliana]	---	---	---	---	---
Contig2468_at	BEST BLASTX NR: 10/13/02 BAB84441.1   3e-64 putative 40S ribosomal protein S24 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24690_at	BEST BLASTX NR: 10/29/02 AAL48317.1   3e-52 (AY063233) succinoaminoimidazolecarboximide ribonucleotide synthetase [Vigna unguiculata]	---	---	---	---	---
Contig24694_at	BEST BLASTX NR: 11/07/02 AAN05505.1   5e-11 (AC099399) Putative Mutator protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24700_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24709_at	BEST BLASTX NR: 11/08/02 BAB90317.1   9e-21 OJ1619_F12.3 [Oryza sativa (japonica cultivar-group)] dbj|BAB91869.1| P0702H08.27 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2470_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24710_at	BEST BLASTX NR: 11/06/02 NP_190104.1  3e-34 (NM_114387) putative protein; protein id: At3g45180.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24714_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24717_at	"BEST BLASTX NR: 11/04/02 NP_565768.1  3e-29 (NM_128917) expressed protein; protein id: At2g33570.1, supported by cDNA: 119054. [Arabidopsis thaliana]"	---	---	---	---	---
Contig24718_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2471_at	"BEST BLASTX NR: 11/06/02 NP_195167.1  1e-29 (NM_119606) putative protein; protein id: At4g34410.1, supported by cDNA: gi_13272440, supported by cDNA: gi_17381277"	---	---	---	---	---
Contig24720_at	BEST BLASTX NR: 11/06/02 AAM89215.1   2e-12 (AF462151) hybrid histidine kinase [Tritrichomonas foetus]	---	---	---	---	---
Contig24721_at	"BEST BLASTX NR: 11/04/02 AAG51161.1   4e-39 (AC074025) cytochrome P450, putative [Arabidopsis thaliana]"	---	---	---	---	---
Contig24730_at	BEST BLASTX NR: 01/29/03 BAC22547.1   3e-56 putative leucine-rich repeat transmembrane protein kinase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24733_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24735_at	BEST BLASTX NR: 11/06/02 BAB39241.1   9e-47 (AP002869) putative lipase homolog [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24736_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24738_at	"BEST BLASTX NR: 11/06/02 NP_194874.1  2e-05 (NM_119295) putative protein; protein id: At4g31460.1, supported by cDNA: 38533., supported by cDNA: gi_15724233"	---	---	---	---	---
Contig24739_at	BEST BLASTX NR: 11/06/02 AAM51835.1   2e-15 (AC105730) Putative plant disease resistance polyprotein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24742_at	BEST BLASTX NR: 11/07/02 AAM08532.1   5e-90 (AC079935) Putative hydrolase [Oryza sativa] [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24748_at	BEST BLASTX NR: 11/07/02 AAM15794.1   2e-43 (AC104428) Unknown protein [Oryza sativa (japonica cultivar-group)] gb|AAN06853.1| (AC105729) Hypothetical protein [Oryza sativa (japonica	---	---	---	---	---
Contig24749_at	BEST BLASTX NR: 11/07/02 AAK63920.1   3e-39 (AC084282) putative cytochrome P450 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2474_at	"BEST BLASTX NR: 11/08/02 BAB21293.1   e-128 (AP002844) contains ESTs AU097436(S4951),D41930(S4951),AU101944(S2163),"	---	---	---	---	---
Contig24754_at	"BEST BLASTX NR: 11/04/02 AAL67584.1   1e-16 (AC018929) putative inositol 1,3,4-trisphosphate 5/6-kinase [Oryza sativa]"	---	---	---	---	---
Contig24755_at	"BEST BLASTX NR: 10/27/02 BAC05570.1   2e-58 (AP003332) contains ESTs AU162691(S20635),AU056495(S20635)~similar to Arabidopsis thaliana chromosome 4,At4g33060~unknown"	---	---	---	---	---
Contig24756_at	BEST BLASTX NR: 11/08/02 NP_194970.1  6e-09 (NM_119396) putative protein; protein id: At4g32440.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24757_at	"BEST BLASTX NR: 11/08/02 NP_568461.2  e-117 (NM_122394) DNA photolyase - like protein; protein id: At5g24850.1, supported by cDNA: gi_18086428, supported by cDNA:"	---	---	---	---	---
Contig24759_at	BEST BLASTX NR: 11/07/02 BAB12027.1   2e-25 putative transposable element Tip100 protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2475_at	BEST BLASTX NR: 11/04/02 CAD41551.1   3e-05 (AL606629) OSJNBb0091E11.20 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24763_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24765_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24767_at	BEST BLASTX NR: 11/08/02 AAK96482.1   8e-17 (AY052289) At2g13860/F13J11.19 [Arabidopsis thaliana] gb|AAM19975.1| (AY098965) At2g13860/F13J11.19 [Arabidopsis thaliana]	---	---	---	---	---
Contig24769_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2476_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24770_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24771_at	BEST BLASTX NR: 11/08/02 P47917       5e-50 O-METHYLTRANSFERASE ZRP4 (OMT) pir||JQ2268 O-methyltransferase (EC 2.1.1.-) - maize	---	---	---	---	---
Contig24772_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24776_at	BEST BLASTX NR: 11/08/02 BAB11569.1   2e-10 (AB011479) contains similarity to auxin-independent growth promoter~gene_id:MNA5.21 [Arabidopsis thaliana]	---	---	---	---	---
Contig24779_at	"BEST BLASTX NR: 10/31/02 NP_199230.1  6e-17 (NM_123784) putative protein; protein id: At5g44170.1, supported by cDNA: gi_18252936 [Arabidopsis thaliana]"	---	---	---	---	---
Contig2477_s_at	BEST BLASTX NR: 11/06/02 BAB02242.1   9e-36 organic anion transporter-like protein [Arabidopsis thaliana]	---	---	---	---	---
Contig24782_at	BEST BLASTX NR: 10/26/02 BAB90754.1   e-107 (AP004330) contains EST D46723(S11579)~unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24783_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24789_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24790_at	BEST BLASTX NR: 11/07/02 T51243       6e-29 Scl1 protein [imported] - rice (fragment) gb|AAC98091.1| (AF067401) Scl1 protein [Oryza sativa]	---	---	---	---	---
Contig24791_at	BEST BLASTX NR: 11/07/02 CAB06698.1   2e-75 (Z86094) plastid protein [Arabidopsis thaliana]	---	---	---	---	---
Contig24794_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24798_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2479_at	BEST BLASTX NR: 10/27/02 AAN02486.1   3e-40 (AF300970) DRE-binding protein 1A [Oryza sativa]	---	---	---	---	---
Contig24801_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24806_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24807_at	BEST BLASTX NR: 10/26/02 BAC10349.1   9e-50 putative arabinoxylan narabinofuranohydrolase isoenzyme AXAH-I [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24809_at	BEST BLASTX NR: 11/08/02 BAB61222.1   3e-19 (AP003256) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24810_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24813_at	BEST BLASTX NR: 10/29/02 T02968       6e-17 cyclin A-type (clone 59) - common tobacco emb|CAA63541.1| cyclin A-like protein [Nicotiana tabacum]	---	---	---	---	---
Contig24817_at	BEST BLASTX NR: 10/27/02 BAB89737.1   5e-64 P0506B12.9 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24818_at	"BEST BLASTX NR: 11/08/02 NP_189020.1  3e-69 (NM_113282) DNA-directed RNA polymerase subunit, putative; protein id: At3g23780.1 [Arabidopsis thaliana]"	---	---	---	---	---
Contig2481_s_at	BEST BLASTX NR: 10/29/02 BAB89793.1   6e-28 (AP003286) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24822_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24823_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24832_at	"BEST BLASTX NR: 11/07/02 T03836       5e-32 phosphate/phosphoenolpyruvate translocator TABPPT10 precursor, plastid - common tobacco"	---	---	---	---	---
Contig24835_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2483_at	BEST BLASTX NR: 11/06/02 T06212       e-144 glucose and ribitol dehydrogenase homolog - barley	---	---	---	---	---
Contig24842_at	BEST BLASTX NR: 11/06/02 BAC20634.1   7e-45 (AP005813) putative curly leaf protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24845_at	BEST BLASTX NR: 10/02/02 CAD40550.1   6e-39 (AL606621) OSJNBa0072K14.6 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24846_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24849_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24850_at	BEST BLASTX NR: 11/08/02 XP_142961.1  1e-07 (XM_142961) similar to transitin - chicken [Mus musculus]	---	---	---	---	---
Contig24856_at	BEST BLASTX NR: 11/07/02 BAA99421.1   4e-76 (AP002743) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24862_at	"BEST BLASTX NR: 11/07/02 NP_031834.1  4e-40 (NM_007808) cytochrome c, somatic [Mus musculus] ref|NP_036971.1| (NM_012839) cytochrome c, somatic; Cytochrome C, expressed in"	---	---	---	---	---
Contig24866_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24870_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24873_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24874_at	BEST BLASTX NR: 11/08/02 AAK00427.2   8e-24 (AC069324) Putative copia-type pol polyprotein [Oryza sativa]	---	---	---	---	---
Contig2487_s_at	"BEST BLASTX NR: 10/04/02 BAB64833.1   4e-88 putative 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Oryza sativa (japonica cultivar-group)]"	---	---	---	---	0003824 // catalytic activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
Contig24881_s_at	BEST BLASTX NR: 11/04/02 AAF34426.1   4e-10 (AF172282) leucine rich repeat containing protein kinase [Oryza sativa]	---	---	---	---	---
Contig24882_at	BEST BLASTX NR: 11/07/02 AAL25569.1   3e-15 (AY058153) At2g31880/F20M17.8 [Arabidopsis thaliana]	---	---	---	---	---
Contig24884_at	BEST BLASTX NR: 11/07/02 CAC81053.1   7e-41 (AJ271208) putative MADS-domain transcription factor [Zea mays]	---	---	---	---	---
Contig24885_at	"BEST BLASTX NR: 11/08/02 NP_192418.1  3e-46 3(2),5-BISPHOSPHATE NUCLEOTIDASE -like protein; protein id: At4g05090.1, supported by cDNA: 158702. [Arabidopsis"	---	---	---	---	---
Contig24887_at	BEST BLASTX NR: 11/04/02 BAB88327.1   2e-05 (AB072978) BLE2 protein [Oryza sativa]	---	---	---	---	---
Contig24888_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2488_s_at	BEST BLASTX NR: 10/13/02 AAG32473.1   6e-19 (AF309380) putative glutathione S-transferase OsGSTU2 [Oryza sativa subsp. japonica] [Oryza sativa (japonica	---	---	---	---	---
Contig24896_at	BEST BLASTX NR: 11/08/02 CAD45180.1   1e-37 putative mitogen-activated protein kinase kinase [Oryza sativa]	---	---	---	---	---
Contig2489_at	BEST BLASTX NR: 10/04/02 AAM12310.1   5e-79 putative glutathione S-transferase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24906_at	BEST BLASTX NR: 11/07/02 NP_196827.1  9e-39 (NM_121326) putative protein; protein id: At5g13230.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24907_at	BEST BLASTX NR: 01/29/03 NP_172143.1  5e-63 unknown protein; protein id: At1g06560.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig2490_at	BEST BLASTX NR: 01/29/03 T06338       e-131 probable vacuolar hydrolase (EC 3.2.1.-) - wheat (fragment) emb|CAA12061.1| beta-fructosidase [Triticum aestivum]	---	---	---	---	---
Contig24911_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24913_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24914_at	BEST BLASTX NR: 11/07/02 NP_190329.1  5e-35 (NM_114613) putative protein; protein id: At3g47450.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24917_at	BEST BLASTX NR: 11/04/02 AAB70426.1   6e-11 (AC000104) Strong similarity to 60S ribosomal protein L17 (gb|X01694). EST gb|AA042332 comes from this gene.	---	---	---	---	---
Contig24918_at	BEST BLASTX NR: 11/04/02 NP_194714.1  2e-21 (NM_119131) putative protein; protein id: At4g29850.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24919_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2491_at	BEST BLASTX NR: 01/29/03 CAD58681.1   e-117 putative soluble acid invertase [Lolium temulentum]	---	---	---	---	---
Contig24922_at	BEST BLASTX NR: 11/06/02 AAM91894.1   8e-64 hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24924_at	BEST BLASTX NR: 11/04/02 BAC06975.1   6e-04 (AP003815) protein kinase-like protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24925_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24926_at	BEST BLASTX NR: 11/04/02 BAC10698.1   4e-13 (AP003248) putative leucine rich repeat containing protein kinase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24928_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2492_s_at	BEST BLASTX NR: 11/08/02 AAL92880.1   2e-42 fructosyltransferase [Lolium perenne]	---	---	---	---	---
Contig24930_at	BEST BLASTX NR: 11/08/02 CAD36515.1   2e-49 putative beta-glycosidase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24930_s_at	BEST BLASTX NR: 11/08/02 CAD36515.1   2e-49 putative beta-glycosidase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24931_at	"BEST BLASTX NR: 10/27/02 NP_174323.1  9e-53 auxin response transcription factor(ARF6); protein id: At1g30330.1, supported by cDNA: gi_4102599 [Arabidopsis thaliana]"	---	---	---	---	---
Contig24932_at	BEST BLASTX NR: 11/07/02 NP_201244.2  9e-07 (NM_125835) KH domain protein; protein id: At5g64390.1 [Arabidopsis thaliana]	---	---	---	---	---
